chunk_id,document_id,document_title,filename,source_url,doc_type,topic,chunk_order,chunk_text,page_value
33,2,Практическая подготовка студентов НИУ ВШЭ — Справочник учебного процесса НИУ ВШЭ — Национальный исследовательский университет «Высшая школа экономики»,studyspravka_practice_fb289ff36a.txt,https://www.hse.ru/studyspravka/practice,web,practice,15,"е, используя свой логин и пароль от Единого личного кабинета студента. При заполнении заявки студенту необходимо написать мотивационное письмо объемом не более 200 знаков, отвечающее на вопрос «Почему вы хотели бы участвовать в этом проекте?», а также прикрепить свое резюме (рекомендуемое, но не обязательное поле).
После окончания срока записи на проект руководитель проекта проводит отбор поданных заявок и связывается со всеми отобранными для участия студентами. В случае если заявка не была одобрена руководителем проекта, студент получает уведомление об отказе на электронную почту.
Студенты, которые по каким-либо причинам не прошли
электронную
регистрацию записи, но были отобраны руководителем для участия в проекте, после подписания задания на выполнение работ по проекту должны передать его в учебный офис/Факультетский центр ЭПП (допускается выслать скан) для назначения им проекта в ИУП.
Если заявка на проект была утверждена, но по каким-либо причинам студент не может принять участие в проекте, он может выйти из проекта без каких-либо санкций в течение первых 10 дней с даты начала проекта. В таком случае студент направляет менджеру учебного офиса/в Факультетский центр ЭПП письмо",keep
34,2,Практическая подготовка студентов НИУ ВШЭ — Справочник учебного процесса НИУ ВШЭ — Национальный исследовательский университет «Высшая школа экономики»,studyspravka_practice_fb289ff36a.txt,https://www.hse.ru/studyspravka/practice,web,practice,16,"е в проекте, он может выйти из проекта без каких-либо санкций в течение первых 10 дней с даты начала проекта. В таком случае студент направляет менджеру учебного офиса/в Факультетский центр ЭПП письмо на корпоративную почту с просьбой снять его с проекта и убрать данный проект из ИУП. Руководитель проекта обязательно ставится в копию данной переписки.
Следует учесть, что если студент уже подписал задание на выполнение работ по проекту и с момента начала проекта прошло более 10 дней, руководитель уже не может отменить его заявку. Для исключения проекта из ИУП в таком случае требуется веская причина и согласие руководителя: например, медицинская справка и письмо руководителя, что он непротив исключения студента из проекта. Оба документа должны быть предоставлены в учебный офис ОП/Факультетский центр ЭПП, только тогда проект может быть исключен студенту из ИУП.
Также следует помнить, что в связи с возможностью студенту самому выбирать период реализации вариативного проекта (но не позднее 3 модуля выпускного курса!), оценка за вариативный проект в текущем рейтинге не учитывается
Инструкция по подаче заявок на проекты для сотрудников
Видео-инструкция по подаче проекта",keep
35,2,Практическая подготовка студентов НИУ ВШЭ — Справочник учебного процесса НИУ ВШЭ — Национальный исследовательский университет «Высшая школа экономики»,studyspravka_practice_fb289ff36a.txt,https://www.hse.ru/studyspravka/practice,web,practice,17,"кта (но не позднее 3 модуля выпускного курса!), оценка за вариативный проект в текущем рейтинге не учитывается
Инструкция по подаче заявок на проекты для сотрудников
Видео-инструкция по подаче проекта сотрудником
Инструкция по подаче заявок на проекты для студентов
Видео-инструкция по подаче проекта и заявки на проект студентом
14. Может ли аспирант записаться на проект или сам подать проект?
На сегодняшний день — нет. В ярмарке на проекты пока могут записываться только бакалавры, специалисты и магистры.
Кабинета аспиранта в системе пока не существует (он в процессе разработки). Поэтому для аспирантов запись на проект ведется только напрямую через руководителя проекта. Подать самостоятельно проект аспирант в систему может только в том случае, если он является трудоустроенным сотрудником НИУ ВШЭ. Если официальной должности в НИУ ВШЭ у аспиранта нет, то подать проект можно только через студента или другого сотрудника НИУ ВШЭ с указанием руководителя, который официально трудоустроен в НИУ ВШЭ.
Практическая подготовка в НИУ ВШЭ регулируется
Положением о практической подготовке студентов основных образовательных программ высшего образования – программ бакалавриата, специалитета и",keep
36,3,"Академический отпуск, отпуск по беременности и родам и уходу за ребенком для обучающихся НИУ ВШЭ — Справочник учебного процесса НИУ ВШЭ — Национальный исследовательский университет «Высшая школа экономики»",studyspravka_academotpusk_4ea782cc13.txt,https://www.hse.ru/studyspravka/academotpusk,web,academic_leave,1,"ГИА
Обучение лиц с инвалидностью и ОВЗ
Академическим руководителям
Учебным, цифровым ассистентам и консультантам
Разработчикам новых образовательных программ НИУ ВШЭ
Академический отпуск, отпуск по беременности и родам и уходу за ребенком для обучающихся НИУ ВШЭ
Навигация страницы
Основания и порядок предоставления
Отпуск по беременности и родам и отпуск по уходу за ребенком
Часто задаваемые вопросы
Процедура завершения отпуска и допуск к занятиям
Полезные ссылки
Выход из академического отпуска
Отчисление
Восстановление
Академический отпуск
предоставляется в связи с невозможностью освоения образовательной программы по медицинским показаниям, в связи с прохождением военной службы, и в иных исключительных случаях.
Продолжительность академического отпуска единовременно не может превышать 12 (двенадцати) календарных месяцев, за исключением академического отпуска в связи с прохождением военной службы или по медицинским показаниям, срок предоставления которого не может превышать 2 (два) года. Студент вправе инициировать заявление о повторном предоставлении академического отпуска.
Обучающиеся также могут обратиться за предоставлением
отпуска по беременности и родам и отпуск по уходу за",keep
37,3,"Академический отпуск, отпуск по беременности и родам и уходу за ребенком для обучающихся НИУ ВШЭ — Справочник учебного процесса НИУ ВШЭ — Национальный исследовательский университет «Высшая школа экономики»",studyspravka_academotpusk_4ea782cc13.txt,https://www.hse.ru/studyspravka/academotpusk,web,academic_leave,2,"ода. Студент вправе инициировать заявление о повторном предоставлении академического отпуска.
Обучающиеся также могут обратиться за предоставлением
отпуска по беременности и родам и отпуск по уходу за ребенком до достижения им возраста трех лет
Основания и порядок предоставления академического отпуска
Основания для предоставления академического отпуска
по медицинским показаниям (подтверждающий документ – заключение врачебной комиссии медицинской организации, входящей в государственную или муниципальную систему здравоохранения
в случае призыва на военную службу (подтверждающий документ – мобилизационное предписание, распоряжение или повестка военного комиссариата, содержащая время и место отправки к месту прохождения военной службы, копия контракта о прохождении военной службы в Вооруженных Силах Российской Федерации, заверенная в установленном порядке);
в иных исключительных случаях, в том числе в связи со стихийными бедствиями, по семейным обстоятельствам
(предоставляются прочие документы, подтверждающие основание предоставления академического отпуска).
* документы, выданные иностранными организациями или полученные из иностранных источников, должны иметь нотариально заверенный",keep
38,3,"Академический отпуск, отпуск по беременности и родам и уходу за ребенком для обучающихся НИУ ВШЭ — Справочник учебного процесса НИУ ВШЭ — Национальный исследовательский университет «Высшая школа экономики»",studyspravka_academotpusk_4ea782cc13.txt,https://www.hse.ru/studyspravka/academotpusk,web,academic_leave,3,"кументы, подтверждающие основание предоставления академического отпуска).
* документы, выданные иностранными организациями или полученные из иностранных источников, должны иметь нотариально заверенный перевод на русский или английский язык.
** студенту не может быть предоставлен академический отпуск в связи с невозможностью совмещения обучения в НИУ ВШЭ с работой или обучением в другой образовательной организации, а также в связи с исключительно финансовыми причинами и (или) невозможностью оплачивать обучение в НИУ ВШЭ.
Внимание!
Право на предусмотренную
Федеральным законом ""О воинской обязанности и военной службе"" от 28.03.1998 N 53-ФЗ
отсрочку от призыва на военную службу сохраняется за студентом, получившим в период обучения академический отпуск, но при условии, если общий срок, на который студенту была предоставлена отсрочка от призыва на военную службу для обучения в образовательном учреждении не увеличивается или увеличивается не более, чем на один год. Таким образом, общий срок академического отпуска (академических отпусков)
не должен превышать 12 месяцев
Порядок подачи заявления на предоставление академического отпуска
Заявление о предоставлении академического",keep
39,3,"Академический отпуск, отпуск по беременности и родам и уходу за ребенком для обучающихся НИУ ВШЭ — Справочник учебного процесса НИУ ВШЭ — Национальный исследовательский университет «Высшая школа экономики»",studyspravka_academotpusk_4ea782cc13.txt,https://www.hse.ru/studyspravka/academotpusk,web,academic_leave,4,"м, общий срок академического отпуска (академических отпусков)
не должен превышать 12 месяцев
Порядок подачи заявления на предоставление академического отпуска
Заявление о предоставлении академического отпуска
подается в электронном виде через
единый сервис заявлений
, доступный через электронный единый личный кабинет (ЕЛК);
К заявлению в электронном виде, в зависимости от основания предоставления академического отпуска, прилагаются копии соответствующих документов;
Центр сервиса «Студент» проводит первичную проверку поданных заявлений и осуществляет их регистрацию для рассмотрения в установленном порядке;
Заявления на предоставление академического отпуска в иных исключительных случаях (не по мед. основаниям, не в связи с прохождением военной службы) передаются на рассмотрение Комиссии в течение 2-х рабочих дней. Решение принимается Комиссией в течение 5-ти рабочих дней;
Предоставление академического отпуска студенту оформляется приказом не позднее 5 рабочих дней со дня принятия решения.
Кто принимает решение о предоставлении академического отпуска
Решение по предоставлению академических отпусков по медицинским показаниям и в связи с военной службой принимается",keep
40,3,"Академический отпуск, отпуск по беременности и родам и уходу за ребенком для обучающихся НИУ ВШЭ — Справочник учебного процесса НИУ ВШЭ — Национальный исследовательский университет «Высшая школа экономики»",studyspravka_academotpusk_4ea782cc13.txt,https://www.hse.ru/studyspravka/academotpusk,web,academic_leave,5,"о дня принятия решения.
Кто принимает решение о предоставлении академического отпуска
Решение по предоставлению академических отпусков по медицинским показаниям и в связи с военной службой принимается проректором.
Решение по предоставлению академических отпусков по иным исключительным обстоятельствам принимает решение общеуниверситетская комиссия.
Основания и порядок предоставления отпуска по беременности и родам и отпуска по уходу за ребенком
Заявление о предоставлении отпуска
подается в электронном виде через единый сервис заявлений, доступный через электронный личный кабинет НИУ ВШЭ.
Для оформления отпуска требуется предоставить следующие документы:
для предоставления
отпуска по беременности и родам
листок нетрудоспособности по беременности и родам
отпуска по уходу за ребенком
– копия свидетельства о рождении (усыновлении) ребенка, решения суда об усыновлении (удочерении) ребенка либо выписка из решения об установлении опеки или иной документ, подтверждающий рождение ребенка и его регистрацию, и справка с места работы (службы, учебы
) другого родителя ребенка о том, что он не использует указанный отпуск (если другой родитель не работает, не служит и не обучается — справка из",keep
41,3,"Академический отпуск, отпуск по беременности и родам и уходу за ребенком для обучающихся НИУ ВШЭ — Справочник учебного процесса НИУ ВШЭ — Национальный исследовательский университет «Высшая школа экономики»",studyspravka_academotpusk_4ea782cc13.txt,https://www.hse.ru/studyspravka/academotpusk,web,academic_leave,6,"го регистрацию, и справка с места работы (службы, учебы
) другого родителя ребенка о том, что он не использует указанный отпуск (если другой родитель не работает, не служит и не обучается — справка из органов социальной защиты населения по месту жительства о неполучении другим родителем ребенка ежемесячного пособия по уходу за ребенком).
Отпуск по беременности и родам
предоставляется студенту на период, указанный в листке нетрудоспособности.
Отпуск по уходу за ребенком
предоставляется обучающемуся с даты подачи заявления на любой срок до достижения ребенком возраста трех лет.
Решение о предоставлении отпуска по беременности и родам и отпуска по уходу за ребенком оформляется путем издания приказа.
* справка с места учебы другого родителя ребенка может не предоставляться, если этот родитель является студентом НИУ ВШЭ.
Помимо возможности оформления отпуска по беременности и родам, у студентов НИУ ВШЭ есть возможность оформить
индивидуальный учебный план
(ИУП) на период, соответствующий суммарному количеству дней отпуска по беременности и родам. Для этого необходимо обратиться в учебный офис вашей ОП.
Порядок действий при выходе из академического отпуска
Подробная информация",keep
42,3,"Академический отпуск, отпуск по беременности и родам и уходу за ребенком для обучающихся НИУ ВШЭ — Справочник учебного процесса НИУ ВШЭ — Национальный исследовательский университет «Высшая школа экономики»",studyspravka_academotpusk_4ea782cc13.txt,https://www.hse.ru/studyspravka/academotpusk,web,academic_leave,7,"ствующий суммарному количеству дней отпуска по беременности и родам. Для этого необходимо обратиться в учебный офис вашей ОП.
Порядок действий при выходе из академического отпуска
Подробная информация размещена на отдельной
странице справочника
Могут ли мне отказать в предоставлении академического отпуска?
Да. Решение по предоставлению академического отпуска по иным исключтельным причинам принимается Комиссией.
Также заявление отклоняется, если студент просит предоставить академический отпуск:
в связи с невозможностью совмещения обучения в НИУ ВШЭ с работой или обучением в другой образовательной организации;
в связи с исключительно финансовыми причинами и (или) невозможностью оплачивать обучение в НИУ ВШЭ.
Включается ли период нахождения в академическом отпуске в срок освоения образовательной программы?
Нет, не включается.
Могу ли я взять академический отпуск с целью обучения в иностранном университете?
Если вы планируете учиться в течение семестра или года в зарубежном университете, то вам нужно использовать другой механизм –
академическую мобильность
. Вам составят индивидуальный учебный план, включающий дисциплины иностранного университета и перезачтут оценки после вашего",keep
43,3,"Академический отпуск, отпуск по беременности и родам и уходу за ребенком для обучающихся НИУ ВШЭ — Справочник учебного процесса НИУ ВШЭ — Национальный исследовательский университет «Высшая школа экономики»",studyspravka_academotpusk_4ea782cc13.txt,https://www.hse.ru/studyspravka/academotpusk,web,academic_leave,8,"тете, то вам нужно использовать другой механизм –
академическую мобильность
. Вам составят индивидуальный учебный план, включающий дисциплины иностранного университета и перезачтут оценки после вашего возвращения. Академический отпуск по такой причине в НИУ ВШЭ не предоставляется.
Сохраняется ли при выходе из отпуска бюджетное место за студентом, обучавшимся на бюджете?
Да, сохраняется.
Подходит ли Справка врачебной комиссии (ВК) для оформления академического отпуска по медицинским показаниям?
Нет. Данный документ не приравнивается к Заключению КЭК.
В соответствии с пунктом 3 Порядка и основании предоставления академического отпуска обучающимся, утвержденных приказом Минобрнауки России от 04.04.2025 № 303, основанием для предоставления академического отпуска по медицинским показаниям является медицинское заключение, выданное медицинской организацией, входящей в государственную или муниципальную систему здравоохранения. Согласно пунктам 6-8 Порядка выдачи медицинскими организациями справок и медицинских заключений, утвержденного приказом Минздрава России от 14.09.2020 № 972н, справки и медицинские заключения представляют собой разные документы, отличаются в части оформления и",keep
44,3,"Академический отпуск, отпуск по беременности и родам и уходу за ребенком для обучающихся НИУ ВШЭ — Справочник учебного процесса НИУ ВШЭ — Национальный исследовательский университет «Высшая школа экономики»",studyspravka_academotpusk_4ea782cc13.txt,https://www.hse.ru/studyspravka/academotpusk,web,academic_leave,9,"ми справок и медицинских заключений, утвержденного приказом Минздрава России от 14.09.2020 № 972н, справки и медицинские заключения представляют собой разные документы, отличаются в части оформления и выдаются с разными целями.
Подходит ли Протокол или Протокол заключения врачебной комиссии (ВК) или Выписка из протокола ВК для оформления академического отпуска по медицинским показаниям?
В соответствии с пунктом 3 Порядка и оснований предоставления академических отпусков обучающимся, утвержденных приказом Минобрнауки России от 04.04.2025 № 303, основанием для предоставления академического отпуска по медицинским показаниям является медицинское заключение медицинской организации. В этом же пункте содержится отсылка к приказу Минздрава России, в соответствии с которым должно быть оформлено такое медицинское заключение. Документы, представляемые не по установленной форме либо не содержащие необходимых реквизитов, не могут быть приняты в качестве основания для предоставления академического отпуска.
Какие документы рекомендуется приложить к заявлению на отпуск для ухода за родственником?
Какие документы рекомендуется предоставить при подаче заявления на академический отпуск для ухода за",keep
45,3,"Академический отпуск, отпуск по беременности и родам и уходу за ребенком для обучающихся НИУ ВШЭ — Справочник учебного процесса НИУ ВШЭ — Национальный исследовательский университет «Высшая школа экономики»",studyspravka_academotpusk_4ea782cc13.txt,https://www.hse.ru/studyspravka/academotpusk,web,academic_leave,10,"отпуска.
Какие документы рекомендуется приложить к заявлению на отпуск для ухода за родственником?
Какие документы рекомендуется предоставить при подаче заявления на академический отпуск для ухода за близким родственником?
Документы, подтверждающие близкое родство.
Актуальные
документы о состоянии здоровья близкого родственника.
Документы, подтверждающие необходимость постороннего ухода за близким родственником.
Документы, подтверждающие невозможность осуществления ухода другими родственниками.
Документы об установлении опекунства.
Документы, выданные
государственными
медицинскими, социальными или иными уполномоченными учреждениями.
Решение по предоставлению академических отпусков по иным исключительным обстоятельствам принимает общеуниверситетская комиссия.
Приказ Министерства образования и науки Российской Федерации «Об утверждении Порядка и оснований предоставления академического отпуска обучающимся» от 04.04.2025 №303
Нашли
опечатку
Цифры и факты
Руководство и структура
Устойчивое развитие в НИУ ВШЭ
Преподаватели и сотрудники
Корпуса и общежития
Закупки
Обращения граждан в НИУ ВШЭ
Сведения о доходах, расходах, об имуществе и обязательствах имущественного",keep
46,6,Академический календарь (График учебного процесса) — Справочник учебного процесса НИУ ВШЭ — Национальный исследовательский университет «Высшая школа экономики»,studyspravka_grafik_9cd50f3e57.txt,https://www.hse.ru/studyspravka/grafik,web,academic_leave,1,"ГИА
Обучение лиц с инвалидностью и ОВЗ
Академическим руководителям
Учебным, цифровым ассистентам и консультантам
Разработчикам новых образовательных программ НИУ ВШЭ
Академический календарь (График учебного процесса)
Учебный год разбит на четыре модуля, каждый из которых длится от 8 до 12 недель. Точные даты начала и окон­чания каждого модуля, сессий и каникул зависят от выходных и нерабочих праздничных дней в текущем году. Некоторые программы имеют иной график, состоящий из трех модулей.
Расписание занятий, сессий, пересдач
График учебного процесса – это документ, определяющий последовательность и чередование обучения, аттестации и времени каникул студентов всех направлений и специальностей всех курсов НИУ ВШЭ в течение учебного года. График учебного процесса создается и утверждается ежегодно отдельным приказом. На графике определены количество учебных модулей в году, количество дней в модулях и каникулярное время. График обязателен для выполнения всеми участниками образовательного процесса.
Приказ ""Об утверждении типового графика учебного процесса на 2025/2026 учебный год""
Приказ ""Об утверждении типового графика учебного процесса на 2026/2027 учебный год""
Для образовательных",keep
47,9,Английский язык в бакалавриате и специалитете — Справочник учебного процесса НИУ ВШЭ — Национальный исследовательский университет «Высшая школа экономики»,studyspravka_engbach_7fafb718af.txt,https://www.hse.ru/studyspravka/engbach,web,documents,1,"ГИА
Обучение лиц с инвалидностью и ОВЗ
Академическим руководителям
Учебным, цифровым ассистентам и консультантам
Разработчикам новых образовательных программ НИУ ВШЭ
Английский язык в бакалавриате и специалитете
Умение свободно читать профессиональную литературу, изъясняться с будущими партнерами, писать и учиться на английском языке — одна из самых необходимых компетенций для студентов НИУ ВШЭ.
Как можно выучить английский язык во время учебы в НИУ ВШЭ?
Дисциплины по английскому языку
не входят в основную часть образовательной программы бакалавриата и предлагаются всем студентам факультативно в рамках модуля ""Язык и коммуникация"".
В соответствии с
Концепцией развития иноязычной коммуникативной компетенции студентов
, перечень дисциплин, из которого студенты могут выбрать дисциплины, зависит от результатов Входного тестирования.
Если студент включает в свой
индивидуальный учебный план (ИУП)
факультатив по английскому языку, то он принимает на себя ответственность по добросовестному освоению учебного плана в полном объеме. Статус «факультатив» никак не облегчает работу студента — все оценки, полученные по английскому языку, учитываются наравне с оценками по другим дисциплинам",keep
48,9,Английский язык в бакалавриате и специалитете — Справочник учебного процесса НИУ ВШЭ — Национальный исследовательский университет «Высшая школа экономики»,studyspravka_engbach_7fafb718af.txt,https://www.hse.ru/studyspravka/engbach,web,documents,2,"ому освоению учебного плана в полном объеме. Статус «факультатив» никак не облегчает работу студента — все оценки, полученные по английскому языку, учитываются наравне с оценками по другим дисциплинам (базовым, вариативным, любым, включенным в ИУП).
Где пригодится английский язык студентам бакалавриата?
На 3-м и 4-м курсах многие дисциплины будут читаться на английском языке. Кроме того, при подготовке
выпускной квалификационной работы (ВКР)
в рамках
государственной итоговой аттестации (ГИА)
студенты должны использовать источники на иностранном языке. На выпускном курсе каждый студент готовит предзащитй выпускной квалификационной работы на английском языке (Project Proposal), а при загрузке работы пишет для своей ВКР аннотацию на английском языке (если основной текст выполняется на русском или отличном от английского иностранном языке). Текст предзащиты
проверяется на заимствования
системой Антиплагиат и оценивается отдельно.
Кстати, студенты во время учебы могут
учиться в зарубежных университетах
(от коротких двухнедельных программ академической мобильности до годичных стажировок), а это требует хороших умений грамотно выражаться на английском языке.
Как и когда Вышка проверяет",keep
49,9,Английский язык в бакалавриате и специалитете — Справочник учебного процесса НИУ ВШЭ — Национальный исследовательский университет «Высшая школа экономики»,studyspravka_engbach_7fafb718af.txt,https://www.hse.ru/studyspravka/engbach,web,documents,3,"х университетах
(от коротких двухнедельных программ академической мобильности до годичных стажировок), а это требует хороших умений грамотно выражаться на английском языке.
Как и когда Вышка проверяет знания студентов по английскому языку?
В сентябре все студенты, зачисленные на 1 курс бакалавриата и специалитета НИУ ВШЭ, должны пройти Входное тестирование по английскому языку (ВТ). Подробнее о Входном тестировании по английскому языку — по
ссылке
В середине первого курса проводится
промежуточное тестирование
с целью определения прогресса студента в первом и втором модулях и является возможной точкой перехода на другой уровень изучения дисциплины того же или иного направления. Такое тестирование проводится для всех студентов первого курса, а результаты не учитываются в рейтинге студента (не влияют на скидки и стипендию).
В конце первого курса студенты сдают
Внутренний экзамен
. Его принимают преподаватели НИУ ВШЭ, которые не учили студентов английскому языку во время учебного года. Экзамен проводится в течение двух дней по единой программе на всех образовательных программах Вышки. Оценка учитывается в летнем
текущем рейтинге
. Больше информации о Внутреннем экзамене по",keep
